DateKey,Date,Year,MonthName,MonthNumber,Quarter,DayName,ISOWeek
20250611,2025-06-11,2025,June,6,Q2,Wednesday,24
20250612,2025-06-12,2025,June,6,Q2,Thursday,24
20250613,2025-06-13,2025,June,6,Q2,Friday,24
20250614,2025-06-14,2025,June,6,Q2,Saturday,24
20250615,2025-06-15,2025,June,6,Q2,Sunday,24
20250616,2025-06-16,2025,June,6,Q2,Monday,25
20250617,2025-06-17,2025,June,6,Q2,Tuesday,25
20250618,2025-06-18,2025,June,6,Q2,Wednesday,25
20250619,2025-06-19,2025,June,6,Q2,Thursday,25
20250620,2025-06-20,2025,June,6,Q2,Friday,25
20250621,2025-06-21,2025,June,6,Q2,Saturday,25
20250622,2025-06-22,2025,June,6,Q2,Sunday,25
20250623,2025-06-23,2025,June,6,Q2,Monday,26
20250624,2025-06-24,2025,June,6,Q2,Tuesday,26
20250625,2025-06-25,2025,June,6,Q2,Wednesday,26
20250626,2025-06-26,2025,June,6,Q2,Thursday,26
20250627,2025-06-27,2025,June,6,Q2,Friday,26
20250628,2025-06-28,2025,June,6,Q2,Saturday,26
20250629,2025-06-29,2025,June,6,Q2,Sunday,26
20250630,2025-06-30,2025,June,6,Q2,Monday,27
20250701,2025-07-01,2025,July,7,Q3,Tuesday,27
20250702,2025-07-02,2025,July,7,Q3,Wednesday,27
20250703,2025-07-03,2025,July,7,Q3,Thursday,27
20250704,2025-07-04,2025,July,7,Q3,Friday,27
20250705,2025-07-05,2025,July,7,Q3,Saturday,27
20250706,2025-07-06,2025,July,7,Q3,Sunday,27
20250707,2025-07-07,2025,July,7,Q3,Monday,28
20250708,2025-07-08,2025,July,7,Q3,Tuesday,28
20250709,2025-07-09,2025,July,7,Q3,Wednesday,28
20250710,2025-07-10,2025,July,7,Q3,Thursday,28
20250711,2025-07-11,2025,July,7,Q3,Friday,28
20250712,2025-07-12,2025,July,7,Q3,Saturday,28
20250713,2025-07-13,2025,July,7,Q3,Sunday,28
20250714,2025-07-14,2025,July,7,Q3,Monday,29
20250715,2025-07-15,2025,July,7,Q3,Tuesday,29
20250716,2025-07-16,2025,July,7,Q3,Wednesday,29
20250717,2025-07-17,2025,July,7,Q3,Thursday,29
20250718,2025-07-18,2025,July,7,Q3,Friday,29
20250719,2025-07-19,2025,July,7,Q3,Saturday,29
20250720,2025-07-20,2025,July,7,Q3,Sunday,29
20250721,2025-07-21,2025,July,7,Q3,Monday,30
20250722,2025-07-22,2025,July,7,Q3,Tuesday,30
20250723,2025-07-23,2025,July,7,Q3,Wednesday,30
20250724,2025-07-24,2025,July,7,Q3,Thursday,30
20250725,2025-07-25,2025,July,7,Q3,Friday,30
20250726,2025-07-26,2025,July,7,Q3,Saturday,30
20250727,2025-07-27,2025,July,7,Q3,Sunday,30
20250728,2025-07-28,2025,July,7,Q3,Monday,31
20250729,2025-07-29,2025,July,7,Q3,Tuesday,31
20250730,2025-07-30,2025,July,7,Q3,Wednesday,31
20250731,2025-07-31,2025,July,7,Q3,Thursday,31
20250801,2025-08-01,2025,August,8,Q3,Friday,31
20250802,2025-08-02,2025,August,8,Q3,Saturday,31
20250803,2025-08-03,2025,August,8,Q3,Sunday,31
20250804,2025-08-04,2025,August,8,Q3,Monday,32
20250805,2025-08-05,2025,August,8,Q3,Tuesday,32
20250806,2025-08-06,2025,August,8,Q3,Wednesday,32
20250807,2025-08-07,2025,August,8,Q3,Thursday,32
20250808,2025-08-08,2025,August,8,Q3,Friday,32
20250809,2025-08-09,2025,August,8,Q3,Saturday,32
20250810,2025-08-10,2025,August,8,Q3,Sunday,32
20250811,2025-08-11,2025,August,8,Q3,Monday,33
20250812,2025-08-12,2025,August,8,Q3,Tuesday,33
20250813,2025-08-13,2025,August,8,Q3,Wednesday,33
20250814,2025-08-14,2025,August,8,Q3,Thursday,33
20250815,2025-08-15,2025,August,8,Q3,Friday,33
20250816,2025-08-16,2025,August,8,Q3,Saturday,33
20250817,2025-08-17,2025,August,8,Q3,Sunday,33
20250818,2025-08-18,2025,August,8,Q3,Monday,34
20250819,2025-08-19,2025,August,8,Q3,Tuesday,34
20250820,2025-08-20,2025,August,8,Q3,Wednesday,34
20250821,2025-08-21,2025,August,8,Q3,Thursday,34
20250822,2025-08-22,2025,August,8,Q3,Friday,34
20250823,2025-08-23,2025,August,8,Q3,Saturday,34
20250824,2025-08-24,2025,August,8,Q3,Sunday,34
20250825,2025-08-25,2025,August,8,Q3,Monday,35
20250826,2025-08-26,2025,August,8,Q3,Tuesday,35
20250827,2025-08-27,2025,August,8,Q3,Wednesday,35
20250828,2025-08-28,2025,August,8,Q3,Thursday,35
20250829,2025-08-29,2025,August,8,Q3,Friday,35
20250830,2025-08-30,2025,August,8,Q3,Saturday,35
20250831,2025-08-31,2025,August,8,Q3,Sunday,35
20250901,2025-09-01,2025,September,9,Q3,Monday,36
20250902,2025-09-02,2025,September,9,Q3,Tuesday,36
20250903,2025-09-03,2025,September,9,Q3,Wednesday,36
20250904,2025-09-04,2025,September,9,Q3,Thursday,36
20250905,2025-09-05,2025,September,9,Q3,Friday,36
20250906,2025-09-06,2025,September,9,Q3,Saturday,36
20250907,2025-09-07,2025,September,9,Q3,Sunday,36
20250908,2025-09-08,2025,September,9,Q3,Monday,37
20250909,2025-09-09,2025,September,9,Q3,Tuesday,37
20250910,2025-09-10,2025,September,9,Q3,Wednesday,37
20250911,2025-09-11,2025,September,9,Q3,Thursday,37
20250912,2025-09-12,2025,September,9,Q3,Friday,37
20250913,2025-09-13,2025,September,9,Q3,Saturday,37
20250914,2025-09-14,2025,September,9,Q3,Sunday,37
20250915,2025-09-15,2025,September,9,Q3,Monday,38
20250916,2025-09-16,2025,September,9,Q3,Tuesday,38
20250917,2025-09-17,2025,September,9,Q3,Wednesday,38
20250918,2025-09-18,2025,September,9,Q3,Thursday,38
20250919,2025-09-19,2025,September,9,Q3,Friday,38
20250920,2025-09-20,2025,September,9,Q3,Saturday,38
20250921,2025-09-21,2025,September,9,Q3,Sunday,38
20250922,2025-09-22,2025,September,9,Q3,Monday,39
20250923,2025-09-23,2025,September,9,Q3,Tuesday,39
20250924,2025-09-24,2025,September,9,Q3,Wednesday,39
20250925,2025-09-25,2025,September,9,Q3,Thursday,39
20250926,2025-09-26,2025,September,9,Q3,Friday,39
20250927,2025-09-27,2025,September,9,Q3,Saturday,39
20250928,2025-09-28,2025,September,9,Q3,Sunday,39
20250929,2025-09-29,2025,September,9,Q3,Monday,40
20250930,2025-09-30,2025,September,9,Q3,Tuesday,40
20251001,2025-10-01,2025,October,10,Q4,Wednesday,40
20251002,2025-10-02,2025,October,10,Q4,Thursday,40
20251003,2025-10-03,2025,October,10,Q4,Friday,40
20251004,2025-10-04,2025,October,10,Q4,Saturday,40
20251005,2025-10-05,2025,October,10,Q4,Sunday,40
20251006,2025-10-06,2025,October,10,Q4,Monday,41
20251007,2025-10-07,2025,October,10,Q4,Tuesday,41
20251008,2025-10-08,2025,October,10,Q4,Wednesday,41
20251009,2025-10-09,2025,October,10,Q4,Thursday,41
20251010,2025-10-10,2025,October,10,Q4,Friday,41
20251011,2025-10-11,2025,October,10,Q4,Saturday,41
20251012,2025-10-12,2025,October,10,Q4,Sunday,41
20251013,2025-10-13,2025,October,10,Q4,Monday,42
20251014,2025-10-14,2025,October,10,Q4,Tuesday,42
20251015,2025-10-15,2025,October,10,Q4,Wednesday,42
20251016,2025-10-16,2025,October,10,Q4,Thursday,42
20251017,2025-10-17,2025,October,10,Q4,Friday,42
20251018,2025-10-18,2025,October,10,Q4,Saturday,42
20251019,2025-10-19,2025,October,10,Q4,Sunday,42
20251020,2025-10-20,2025,October,10,Q4,Monday,43
20251021,2025-10-21,2025,October,10,Q4,Tuesday,43
20251022,2025-10-22,2025,October,10,Q4,Wednesday,43
20251023,2025-10-23,2025,October,10,Q4,Thursday,43
20251024,2025-10-24,2025,October,10,Q4,Friday,43
20251025,2025-10-25,2025,October,10,Q4,Saturday,43
20251026,2025-10-26,2025,October,10,Q4,Sunday,43
20251027,2025-10-27,2025,October,10,Q4,Monday,44
20251028,2025-10-28,2025,October,10,Q4,Tuesday,44
20251029,2025-10-29,2025,October,10,Q4,Wednesday,44
20251030,2025-10-30,2025,October,10,Q4,Thursday,44
20251031,2025-10-31,2025,October,10,Q4,Friday,44
20251101,2025-11-01,2025,November,11,Q4,Saturday,44
20251102,2025-11-02,2025,November,11,Q4,Sunday,44
20251103,2025-11-03,2025,November,11,Q4,Monday,45
20251104,2025-11-04,2025,November,11,Q4,Tuesday,45
20251105,2025-11-05,2025,November,11,Q4,Wednesday,45
20251106,2025-11-06,2025,November,11,Q4,Thursday,45
20251107,2025-11-07,2025,November,11,Q4,Friday,45
20251108,2025-11-08,2025,November,11,Q4,Saturday,45
20251109,2025-11-09,2025,November,11,Q4,Sunday,45
20251110,2025-11-10,2025,November,11,Q4,Monday,46
20251111,2025-11-11,2025,November,11,Q4,Tuesday,46
20251112,2025-11-12,2025,November,11,Q4,Wednesday,46
20251113,2025-11-13,2025,November,11,Q4,Thursday,46
20251114,2025-11-14,2025,November,11,Q4,Friday,46
20251115,2025-11-15,2025,November,11,Q4,Saturday,46
20251116,2025-11-16,2025,November,11,Q4,Sunday,46
20251117,2025-11-17,2025,November,11,Q4,Monday,47
20251118,2025-11-18,2025,November,11,Q4,Tuesday,47
20251119,2025-11-19,2025,November,11,Q4,Wednesday,47
20251120,2025-11-20,2025,November,11,Q4,Thursday,47
20251121,2025-11-21,2025,November,11,Q4,Friday,47
20251122,2025-11-22,2025,November,11,Q4,Saturday,47
20251123,2025-11-23,2025,November,11,Q4,Sunday,47
20251124,2025-11-24,2025,November,11,Q4,Monday,48
20251125,2025-11-25,2025,November,11,Q4,Tuesday,48
20251126,2025-11-26,2025,November,11,Q4,Wednesday,48
20251127,2025-11-27,2025,November,11,Q4,Thursday,48
20251128,2025-11-28,2025,November,11,Q4,Friday,48
20251129,2025-11-29,2025,November,11,Q4,Saturday,48
20251130,2025-11-30,2025,November,11,Q4,Sunday,48
20251201,2025-12-01,2025,December,12,Q4,Monday,49
20251202,2025-12-02,2025,December,12,Q4,Tuesday,49
20251203,2025-12-03,2025,December,12,Q4,Wednesday,49
20251204,2025-12-04,2025,December,12,Q4,Thursday,49
20251205,2025-12-05,2025,December,12,Q4,Friday,49
20251206,2025-12-06,2025,December,12,Q4,Saturday,49
20251207,2025-12-07,2025,December,12,Q4,Sunday,49
20251208,2025-12-08,2025,December,12,Q4,Monday,50
20251209,2025-12-09,2025,December,12,Q4,Tuesday,50
20251210,2025-12-10,2025,December,12,Q4,Wednesday,50
20251211,2025-12-11,2025,December,12,Q4,Thursday,50
20251212,2025-12-12,2025,December,12,Q4,Friday,50
20251213,2025-12-13,2025,December,12,Q4,Saturday,50
20251214,2025-12-14,2025,December,12,Q4,Sunday,50
20251215,2025-12-15,2025,December,12,Q4,Monday,51
20251216,2025-12-16,2025,December,12,Q4,Tuesday,51
20251217,2025-12-17,2025,December,12,Q4,Wednesday,51
20251218,2025-12-18,2025,December,12,Q4,Thursday,51
20251219,2025-12-19,2025,December,12,Q4,Friday,51
20251220,2025-12-20,2025,December,12,Q4,Saturday,51
20251221,2025-12-21,2025,December,12,Q4,Sunday,51
20251222,2025-12-22,2025,December,12,Q4,Monday,52
20251223,2025-12-23,2025,December,12,Q4,Tuesday,52
20251224,2025-12-24,2025,December,12,Q4,Wednesday,52
20251225,2025-12-25,2025,December,12,Q4,Thursday,52
20251226,2025-12-26,2025,December,12,Q4,Friday,52
20251227,2025-12-27,2025,December,12,Q4,Saturday,52
20251228,2025-12-28,2025,December,12,Q4,Sunday,52
20251229,2025-12-29,2025,December,12,Q4,Monday,1
20251230,2025-12-30,2025,December,12,Q4,Tuesday,1
20251231,2025-12-31,2025,December,12,Q4,Wednesday,1
20260101,2026-01-01,2026,January,1,Q1,Thursday,1
20260102,2026-01-02,2026,January,1,Q1,Friday,1
20260103,2026-01-03,2026,January,1,Q1,Saturday,1
20260104,2026-01-04,2026,January,1,Q1,Sunday,1
20260105,2026-01-05,2026,January,1,Q1,Monday,2
20260106,2026-01-06,2026,January,1,Q1,Tuesday,2
20260107,2026-01-07,2026,January,1,Q1,Wednesday,2
20260108,2026-01-08,2026,January,1,Q1,Thursday,2
20260109,2026-01-09,2026,January,1,Q1,Friday,2
20260110,2026-01-10,2026,January,1,Q1,Saturday,2
20260111,2026-01-11,2026,January,1,Q1,Sunday,2
20260112,2026-01-12,2026,January,1,Q1,Monday,3
20260113,2026-01-13,2026,January,1,Q1,Tuesday,3
20260114,2026-01-14,2026,January,1,Q1,Wednesday,3
20260115,2026-01-15,2026,January,1,Q1,Thursday,3
20260116,2026-01-16,2026,January,1,Q1,Friday,3
20260117,2026-01-17,2026,January,1,Q1,Saturday,3
20260118,2026-01-18,2026,January,1,Q1,Sunday,3
20260119,2026-01-19,2026,January,1,Q1,Monday,4
20260120,2026-01-20,2026,January,1,Q1,Tuesday,4
20260121,2026-01-21,2026,January,1,Q1,Wednesday,4
20260122,2026-01-22,2026,January,1,Q1,Thursday,4
20260123,2026-01-23,2026,January,1,Q1,Friday,4
20260124,2026-01-24,2026,January,1,Q1,Saturday,4
20260125,2026-01-25,2026,January,1,Q1,Sunday,4
20260126,2026-01-26,2026,January,1,Q1,Monday,5
20260127,2026-01-27,2026,January,1,Q1,Tuesday,5
20260128,2026-01-28,2026,January,1,Q1,Wednesday,5
20260129,2026-01-29,2026,January,1,Q1,Thursday,5
20260130,2026-01-30,2026,January,1,Q1,Friday,5
20260131,2026-01-31,2026,January,1,Q1,Saturday,5
20260201,2026-02-01,2026,February,2,Q1,Sunday,5
20260202,2026-02-02,2026,February,2,Q1,Monday,6
20260203,2026-02-03,2026,February,2,Q1,Tuesday,6
20260204,2026-02-04,2026,February,2,Q1,Wednesday,6
20260205,2026-02-05,2026,February,2,Q1,Thursday,6
20260206,2026-02-06,2026,February,2,Q1,Friday,6
20260207,2026-02-07,2026,February,2,Q1,Saturday,6
20260208,2026-02-08,2026,February,2,Q1,Sunday,6
20260209,2026-02-09,2026,February,2,Q1,Monday,7
20260210,2026-02-10,2026,February,2,Q1,Tuesday,7
20260211,2026-02-11,2026,February,2,Q1,Wednesday,7
20260212,2026-02-12,2026,February,2,Q1,Thursday,7
20260213,2026-02-13,2026,February,2,Q1,Friday,7
20260214,2026-02-14,2026,February,2,Q1,Saturday,7
20260215,2026-02-15,2026,February,2,Q1,Sunday,7
20260216,2026-02-16,2026,February,2,Q1,Monday,8
20260217,2026-02-17,2026,February,2,Q1,Tuesday,8
20260218,2026-02-18,2026,February,2,Q1,Wednesday,8
20260219,2026-02-19,2026,February,2,Q1,Thursday,8
20260220,2026-02-20,2026,February,2,Q1,Friday,8
20260221,2026-02-21,2026,February,2,Q1,Saturday,8
20260222,2026-02-22,2026,February,2,Q1,Sunday,8
20260223,2026-02-23,2026,February,2,Q1,Monday,9
20260224,2026-02-24,2026,February,2,Q1,Tuesday,9
20260225,2026-02-25,2026,February,2,Q1,Wednesday,9
20260226,2026-02-26,2026,February,2,Q1,Thursday,9
20260227,2026-02-27,2026,February,2,Q1,Friday,9
20260228,2026-02-28,2026,February,2,Q1,Saturday,9
20260301,2026-03-01,2026,March,3,Q1,Sunday,9
20260302,2026-03-02,2026,March,3,Q1,Monday,10
20260303,2026-03-03,2026,March,3,Q1,Tuesday,10
20260304,2026-03-04,2026,March,3,Q1,Wednesday,10
20260305,2026-03-05,2026,March,3,Q1,Thursday,10
20260306,2026-03-06,2026,March,3,Q1,Friday,10
20260307,2026-03-07,2026,March,3,Q1,Saturday,10
20260308,2026-03-08,2026,March,3,Q1,Sunday,10
20260309,2026-03-09,2026,March,3,Q1,Monday,11
20260310,2026-03-10,2026,March,3,Q1,Tuesday,11
20260311,2026-03-11,2026,March,3,Q1,Wednesday,11
20260312,2026-03-12,2026,March,3,Q1,Thursday,11
20260313,2026-03-13,2026,March,3,Q1,Friday,11
20260314,2026-03-14,2026,March,3,Q1,Saturday,11
20260315,2026-03-15,2026,March,3,Q1,Sunday,11
20260316,2026-03-16,2026,March,3,Q1,Monday,12
20260317,2026-03-17,2026,March,3,Q1,Tuesday,12
20260318,2026-03-18,2026,March,3,Q1,Wednesday,12
20260319,2026-03-19,2026,March,3,Q1,Thursday,12
20260320,2026-03-20,2026,March,3,Q1,Friday,12
20260321,2026-03-21,2026,March,3,Q1,Saturday,12
20260322,2026-03-22,2026,March,3,Q1,Sunday,12
20260323,2026-03-23,2026,March,3,Q1,Monday,13
20260324,2026-03-24,2026,March,3,Q1,Tuesday,13
20260325,2026-03-25,2026,March,3,Q1,Wednesday,13
20260326,2026-03-26,2026,March,3,Q1,Thursday,13
20260327,2026-03-27,2026,March,3,Q1,Friday,13
20260328,2026-03-28,2026,March,3,Q1,Saturday,13
20260329,2026-03-29,2026,March,3,Q1,Sunday,13
20260330,2026-03-30,2026,March,3,Q1,Monday,14
20260331,2026-03-31,2026,March,3,Q1,Tuesday,14
20260401,2026-04-01,2026,April,4,Q2,Wednesday,14
20260402,2026-04-02,2026,April,4,Q2,Thursday,14
20260403,2026-04-03,2026,April,4,Q2,Friday,14
20260404,2026-04-04,2026,April,4,Q2,Saturday,14
20260405,2026-04-05,2026,April,4,Q2,Sunday,14
20260406,2026-04-06,2026,April,4,Q2,Monday,15
20260407,2026-04-07,2026,April,4,Q2,Tuesday,15
20260408,2026-04-08,2026,April,4,Q2,Wednesday,15
20260409,2026-04-09,2026,April,4,Q2,Thursday,15
20260410,2026-04-10,2026,April,4,Q2,Friday,15
20260411,2026-04-11,2026,April,4,Q2,Saturday,15
20260412,2026-04-12,2026,April,4,Q2,Sunday,15
20260413,2026-04-13,2026,April,4,Q2,Monday,16
20260414,2026-04-14,2026,April,4,Q2,Tuesday,16
20260415,2026-04-15,2026,April,4,Q2,Wednesday,16
20260416,2026-04-16,2026,April,4,Q2,Thursday,16
20260417,2026-04-17,2026,April,4,Q2,Friday,16
20260418,2026-04-18,2026,April,4,Q2,Saturday,16
20260419,2026-04-19,2026,April,4,Q2,Sunday,16
20260420,2026-04-20,2026,April,4,Q2,Monday,17
20260421,2026-04-21,2026,April,4,Q2,Tuesday,17
20260422,2026-04-22,2026,April,4,Q2,Wednesday,17
20260423,2026-04-23,2026,April,4,Q2,Thursday,17
20260424,2026-04-24,2026,April,4,Q2,Friday,17
20260425,2026-04-25,2026,April,4,Q2,Saturday,17
