SnapshotDateKey,DeviceID,BaselineCompliant,AVActive,FirewallEnabled,PasswordlessEnabled,AgentPresent,DriftCount,ComplianceStatus,SourceSystem,CollectedAt
20260101,DEV-00125,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,MDM,2026-01-03
20260101,DEV-00127,TRUE,FALSE,TRUE,TRUE,TRUE,0,Non-Compliant,JAMF,2026-01-04
20260101,DEV-00128,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,MDM,2026-01-03
20260101,DEV-00129,TRUE,TRUE,TRUE,TRUE,TRUE,3,Compliant,JAMF,2026-01-01
20260101,DEV-00130,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,MDM,2026-01-01
20260101,DEV-00131,FALSE,TRUE,TRUE,TRUE,TRUE,1,Non-Compliant,Intune,2026-01-05
20260101,DEV-00132,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,MDM,2026-01-03
20260101,DEV-00134,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,MDM,2026-01-03
20260101,DEV-00135,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,Intune,2026-01-03
20260101,DEV-00136,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,MDM,2026-01-04
20260101,DEV-00137,TRUE,TRUE,TRUE,FALSE,TRUE,1,Compliant,CrowdStrike,2026-01-04
20260101,DEV-00138,FALSE,TRUE,TRUE,TRUE,TRUE,3,Non-Compliant,JAMF,2026-01-05
20260101,DEV-00139,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,MDM,2026-01-01
20260101,DEV-00140,TRUE,TRUE,TRUE,FALSE,TRUE,1,Compliant,Intune,2026-01-05
20260101,DEV-00141,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,CrowdStrike,2026-01-05
20260101,DEV-00142,FALSE,TRUE,TRUE,FALSE,TRUE,0,Non-Compliant,Intune,2026-01-03
20260101,DEV-00143,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,MDM,2026-01-04
20260101,DEV-00144,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,CrowdStrike,2026-01-05
20260101,DEV-00145,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,Intune,2026-01-04
20260101,DEV-00146,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,Intune,2026-01-02
20260101,DEV-00147,TRUE,FALSE,TRUE,FALSE,TRUE,1,Non-Compliant,JAMF,2026-01-02
20260101,DEV-00148,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,CrowdStrike,2026-01-01
20260101,DEV-00149,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,MDM,2026-01-04
20260101,DEV-00150,TRUE,TRUE,TRUE,TRUE,TRUE,3,Compliant,JAMF,2026-01-01
20260101,DEV-00152,TRUE,TRUE,FALSE,TRUE,TRUE,3,Non-Compliant,MDM,2026-01-01
20260101,DEV-00153,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,Intune,2026-01-05
20260101,DEV-00154,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,Intune,2026-01-04
20260101,DEV-00155,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,JAMF,2026-01-05
20260101,DEV-00157,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,Intune,2026-01-03
20260101,DEV-00158,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,Intune,2026-01-05
20260101,DEV-00159,FALSE,TRUE,TRUE,TRUE,TRUE,3,Non-Compliant,Intune,2026-01-01
20260101,DEV-00160,TRUE,TRUE,TRUE,TRUE,FALSE,2,Non-Compliant,MDM,2026-01-01
20260101,DEV-00162,TRUE,TRUE,FALSE,FALSE,TRUE,2,Non-Compliant,MDM,2026-01-01
20260101,DEV-00163,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,Intune,2026-01-05
20260101,DEV-00164,TRUE,TRUE,TRUE,FALSE,TRUE,3,Compliant,CrowdStrike,2026-01-05
20260101,DEV-00165,TRUE,TRUE,TRUE,FALSE,TRUE,2,Compliant,Intune,2026-01-05
20260101,DEV-00166,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-01
20260101,DEV-00167,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,JAMF,2026-01-02
20260101,DEV-00169,TRUE,TRUE,TRUE,TRUE,FALSE,1,Non-Compliant,CrowdStrike,2026-01-05
20260101,DEV-00170,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,Intune,2026-01-03
20260101,DEV-00171,TRUE,TRUE,TRUE,TRUE,TRUE,3,Compliant,JAMF,2026-01-04
20260101,DEV-00172,TRUE,TRUE,TRUE,TRUE,FALSE,0,Non-Compliant,Intune,2026-01-05
20260101,DEV-00173,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,MDM,2026-01-02
20260101,DEV-00174,TRUE,TRUE,TRUE,FALSE,TRUE,1,Compliant,Intune,2026-01-02
20260101,DEV-00175,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,Intune,2026-01-03
20260101,DEV-00176,TRUE,TRUE,TRUE,FALSE,TRUE,1,Compliant,Intune,2026-01-04
20260101,DEV-00177,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,CrowdStrike,2026-01-02
20260101,DEV-00178,FALSE,FALSE,TRUE,FALSE,TRUE,1,Non-Compliant,MDM,2026-01-04
20260101,DEV-00179,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,CrowdStrike,2026-01-02
20260101,DEV-00180,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,CrowdStrike,2026-01-05
20260101,DEV-00182,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,CrowdStrike,2026-01-04
20260101,DEV-00183,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,MDM,2026-01-04
20260101,DEV-00184,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-03
20260101,DEV-00185,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-01
20260101,DEV-00186,TRUE,TRUE,TRUE,TRUE,TRUE,3,Compliant,JAMF,2026-01-01
20260101,DEV-00187,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,MDM,2026-01-03
20260101,DEV-00188,FALSE,TRUE,TRUE,FALSE,TRUE,0,Non-Compliant,CrowdStrike,2026-01-01
20260101,DEV-00189,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-01
20260101,DEV-00190,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,CrowdStrike,2026-01-02
20260101,DEV-00191,TRUE,TRUE,TRUE,TRUE,TRUE,3,Compliant,MDM,2026-01-01
20260101,DEV-00192,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,JAMF,2026-01-03
20260101,DEV-00193,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,JAMF,2026-01-05
20260101,DEV-00194,TRUE,TRUE,TRUE,FALSE,TRUE,1,Compliant,CrowdStrike,2026-01-05
20260101,DEV-00195,FALSE,TRUE,TRUE,TRUE,TRUE,2,Non-Compliant,Intune,2026-01-02
20260101,DEV-00196,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,CrowdStrike,2026-01-04
20260101,DEV-00197,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,CrowdStrike,2026-01-02
20260101,DEV-00198,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,Intune,2026-01-05
20260101,DEV-00199,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-03
20260101,DEV-00200,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,MDM,2026-01-05
20260101,DEV-00201,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,MDM,2026-01-03
20260101,DEV-00202,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,Intune,2026-01-01
20260101,DEV-00203,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,MDM,2026-01-05
20260101,DEV-00205,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,CrowdStrike,2026-01-03
20260101,DEV-00206,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,CrowdStrike,2026-01-03
20260101,DEV-00207,FALSE,TRUE,TRUE,TRUE,TRUE,3,Non-Compliant,JAMF,2026-01-01
20260101,DEV-00209,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,MDM,2026-01-03
20260101,DEV-00210,FALSE,TRUE,TRUE,FALSE,TRUE,1,Non-Compliant,MDM,2026-01-02
20260101,DEV-00211,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,JAMF,2026-01-01
20260101,DEV-00213,TRUE,TRUE,TRUE,FALSE,TRUE,3,Compliant,MDM,2026-01-01
20260101,DEV-00214,TRUE,TRUE,TRUE,TRUE,TRUE,3,Compliant,Intune,2026-01-01
20260101,DEV-00215,TRUE,FALSE,TRUE,TRUE,TRUE,0,Non-Compliant,Intune,2026-01-02
20260101,DEV-00217,TRUE,TRUE,TRUE,FALSE,TRUE,2,Compliant,JAMF,2026-01-05
20260101,DEV-00219,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,MDM,2026-01-01
20260101,DEV-00220,TRUE,TRUE,TRUE,FALSE,TRUE,1,Compliant,CrowdStrike,2026-01-05
20260101,DEV-00221,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,CrowdStrike,2026-01-02
20260101,DEV-00222,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,Intune,2026-01-01
20260101,DEV-00223,TRUE,TRUE,TRUE,FALSE,TRUE,2,Compliant,MDM,2026-01-05
20260101,DEV-00224,FALSE,TRUE,TRUE,TRUE,TRUE,2,Non-Compliant,JAMF,2026-01-05
20260101,DEV-00225,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,CrowdStrike,2026-01-01
20260101,DEV-00226,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,JAMF,2026-01-05
20260101,DEV-00227,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,Intune,2026-01-04
20260101,DEV-00228,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,Intune,2026-01-04
20260101,DEV-00229,TRUE,TRUE,TRUE,FALSE,TRUE,2,Compliant,JAMF,2026-01-02
20260101,DEV-00230,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,MDM,2026-01-02
20260101,DEV-00231,TRUE,TRUE,TRUE,TRUE,TRUE,3,Compliant,JAMF,2026-01-03
20260101,DEV-00232,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,MDM,2026-01-02
20260101,DEV-00233,TRUE,TRUE,FALSE,TRUE,TRUE,0,Non-Compliant,JAMF,2026-01-04
20260101,DEV-00234,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-03
20260101,DEV-00235,TRUE,TRUE,TRUE,FALSE,TRUE,2,Compliant,CrowdStrike,2026-01-02
20260101,DEV-00236,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,JAMF,2026-01-04
20260101,DEV-00237,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,MDM,2026-01-05
20260101,DEV-00238,TRUE,TRUE,TRUE,FALSE,TRUE,3,Compliant,Intune,2026-01-01
20260101,DEV-00239,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,Intune,2026-01-02
20260101,DEV-00240,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,JAMF,2026-01-02
20260101,DEV-00241,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-03
20260101,DEV-00242,TRUE,TRUE,FALSE,TRUE,TRUE,0,Non-Compliant,JAMF,2026-01-04
20260101,DEV-00243,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-03
20260101,DEV-00244,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,JAMF,2026-01-01
20260101,DEV-00245,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,JAMF,2026-01-01
20260101,DEV-00246,TRUE,FALSE,TRUE,TRUE,TRUE,0,Non-Compliant,MDM,2026-01-02
20260101,DEV-00249,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,Intune,2026-01-01
20260101,DEV-00250,TRUE,TRUE,TRUE,TRUE,TRUE,3,Compliant,MDM,2026-01-03
20260101,DEV-00251,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,JAMF,2026-01-02
20260101,DEV-00252,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,Intune,2026-01-01
20260101,DEV-00253,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,JAMF,2026-01-01
20260101,DEV-00254,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-01
20260101,DEV-00255,TRUE,TRUE,TRUE,FALSE,TRUE,1,Compliant,JAMF,2026-01-04
20260101,DEV-00256,TRUE,TRUE,TRUE,TRUE,FALSE,0,Non-Compliant,Intune,2026-01-02
20260101,DEV-00259,TRUE,TRUE,TRUE,FALSE,TRUE,0,Compliant,MDM,2026-01-04
20260101,DEV-00260,TRUE,TRUE,FALSE,FALSE,TRUE,2,Non-Compliant,CrowdStrike,2026-01-01
20260101,DEV-00261,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,Intune,2026-01-03
20260101,DEV-00263,FALSE,TRUE,TRUE,TRUE,TRUE,1,Non-Compliant,MDM,2026-01-03
20260101,DEV-00264,FALSE,TRUE,TRUE,TRUE,TRUE,0,Non-Compliant,MDM,2026-01-02
20260101,DEV-00265,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,Intune,2026-01-04
20260101,DEV-00266,TRUE,TRUE,TRUE,TRUE,FALSE,0,Non-Compliant,MDM,2026-01-03
20260101,DEV-00267,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,MDM,2026-01-01
20260101,DEV-00268,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-03
20260101,DEV-00269,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,Intune,2026-01-01
20260101,DEV-00271,TRUE,TRUE,TRUE,TRUE,TRUE,2,Compliant,JAMF,2026-01-03
20260101,DEV-00272,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,MDM,2026-01-04
20260101,DEV-00273,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,JAMF,2026-01-03
20260101,DEV-00274,TRUE,TRUE,TRUE,TRUE,TRUE,1,Compliant,Intune,2026-01-05
20260101,DEV-00275,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,MDM,2026-01-03
20260101,DEV-00276,TRUE,TRUE,TRUE,TRUE,TRUE,0,Compliant,CrowdStrike,2026-01-05
20260101,DEV-00277,TRUE,TRUE,TRUE,FALSE,TRUE,1,Compliant,CrowdStrike,2026-01-02
20260101,DEV-00278,TRUE,FALSE,TRUE,FALSE,TRUE,0,Non-Compliant,CrowdStrike,2026-01-01
