SnapshotDateKey,DeviceID,EncryptionTechnology,SoftwareInstalled,EncryptionEnabled,RecoveryKeyEscrowed,PortableMediaRestricted,ExceptionFlag,ComplianceStatus,SourceSystem,CollectedAt
20260101,DEV-00196,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00197,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00198,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-05
20260101,DEV-00199,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00200,BitLocker,TRUE,TRUE,FALSE,FALSE,FALSE,Non-Compliant,Tanium,2026-01-03
20260101,DEV-00201,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00202,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00203,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00205,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00206,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00207,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00209,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-05
20260101,DEV-00210,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00211,FileVault,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,JAMF,2026-01-02
20260101,DEV-00213,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00214,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00215,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00217,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00219,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00220,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00221,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00222,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00223,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00224,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-03
20260101,DEV-00225,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00226,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-04
20260101,DEV-00227,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-05
20260101,DEV-00228,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00229,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-05
20260101,DEV-00230,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00231,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00232,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-03
20260101,DEV-00233,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00234,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00235,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00236,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00237,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00238,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00239,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00240,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00241,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00242,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00243,BitLocker,TRUE,TRUE,TRUE,FALSE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00244,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-02
20260101,DEV-00245,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-05
20260101,DEV-00246,FileVault,TRUE,FALSE,TRUE,TRUE,FALSE,Non-Compliant,Intune,2026-01-03
20260101,DEV-00249,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00250,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-05
20260101,DEV-00251,FileVault,FALSE,TRUE,FALSE,TRUE,FALSE,Non-Compliant,Intune,2026-01-04
20260101,DEV-00252,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-01
20260101,DEV-00253,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-02
20260101,DEV-00254,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Intune,2026-01-01
20260101,DEV-00255,BitLocker,TRUE,TRUE,FALSE,TRUE,FALSE,Non-Compliant,Intune,2026-01-01
20260101,DEV-00256,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-02
20260101,DEV-00259,Native,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-04
20260101,DEV-00260,FileVault,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00261,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-04
20260101,DEV-00263,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-01
20260101,DEV-00264,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,Tanium,2026-01-03
20260101,DEV-00265,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
20260101,DEV-00266,BitLocker,TRUE,TRUE,TRUE,TRUE,FALSE,Compliant,JAMF,2026-01-05
