intuneAppId,cleanTitle,cleanPublisher,displayVersion,platform,packagingStatus,isAssigned,assignmentCount,assignedIntents,msiProductCode,sizeFormatted,fileName,sourceSharePath,matchStatus,matchedModelId
85d92257-2633-4cd5-8050-921bde94184e,Access Console,BeyondTrust,26.1.1,windows,Packaged & Ready,true,0,,,34.80 MB,Invoke-AppDeployToolkit.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\BeyondTrustCorporation_AccessConsole,MATCHED_BASE_MODEL,title_0f4c902b36f2ebd5920b
fd6a8bc2-265c-4afd-8b9d-eefdce0f5cbd,Access Database Engine 2016,Microsoft,16.0.5044,windows,Packaged & Ready,true,0,,{90160000-00D1-0409-1000-0000000FF1CE},79.65 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
0a2f7c1b-ff76-4905-a416-ea842f17e76a,Access Database Engine 2016,Microsoft,16.0.5044,windows,Packaged & Ready,true,0,,{90160000-00D1-0409-0000-0000000FF1CE},78.44 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
1c05dfce-10f1-41aa-b58d-2c9a73804f61,AccessNet Frameworks,Fiserv,4.3.7691,windows,Packaged & Ready,true,0,,,76.16 MB,Invoke-AppDeployToolkit.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\FISERV_AccessNetFrameworks_4.3.7691.31979\Intune,MATCHED_BASE_MODEL,title_93c97c9ddf904c40ac39
1dc78d0b-5408-4399-881b-b06a86d95295,AccessNet Frameworks,FISERV,4.2.7541,windows,Packaged & Ready,true,0,,{397E1818-0A94-43F7-8B6B-7B260B49B49D},151.08 MB,Deploy-Application.intunewin,,MATCHED_BASE_MODEL,title_93c97c9ddf904c40ac39
78998083-7344-4f77-85c8-ed82c2deb93c,Account Exclude Maintenance,Noble Systems,8.1.2,windows,Packaged & Ready,true,0,,,5.44 MB,Deploy-Application.intunewin,\\I7WP2EM3dst0001\TempApplicationSource\NobleSystems_AccountExcludeMaintenance_8.1.2.12\,MATCHED_BASE_MODEL,title_24aa982c9f010c0f77fc
ce079003-75d2-414d-960c-49cc3d98607a,ACI Desktop,ACI,2..1_v1.0,windows,Packaged & Ready,false,0,,,72.91 MB,Deploy-Application.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\ACI_ACIDesktop_2.1_v1.0,MATCHED_BASE_MODEL,title_d23e49802f04424cabb8
bcf5cbdc-48e4-487d-aaa0-6425d97b07fb,ACI Desktop,ACI,3.0.0,windows,Packaged & Ready,true,0,,,77.58 MB,Deploy-Application.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\ACI_ACIDesktop_3.0\,MATCHED_BASE_MODEL,title_d23e49802f04424cabb8
04baac03-1db3-470e-a7e2-876448b1ec2d,ACI Desktop,ACI,2.1.0,windows,Packaged & Ready,true,0,,,77.58 MB,Deploy-Application.intunewin,,MATCHED_BASE_MODEL,title_d23e49802f04424cabb8
6ae09a99-f11b-4152-9d6b-9a5ac65036d1,ACOS5-CryptoMate Admin Client Kit,"Advanced Card Systems .,",4.5.0,windows,Packaged & Ready,true,0,,{AB8C7801-6519-4216-805D-C5CBA8E66F4B},38.88 MB,Deploy-Application.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\AdvancedCardSystems_ACOS5,UNMATCHED_NEW_MODEL,
7018588b-0058-4a00-9936-6b74142e5dea,Acrolinx Content Analyzer,Acrolinx,2.6.0,windows,Packaged & Ready,true,0,,{4CAF3E98-6D09-4205-A171-C65850800F06},96.49 MB,IntunePackage.intunewin,,MATCHED_BASE_MODEL,title_9ccd84470111721724b6
b4d77adc-47de-4ac7-bad0-ddd2118e985f,Acrolinx for Adobe FrameMaker,Acrolinx,1.5.1296,windows,Packaged & Ready,true,0,,{D82D8F77-C38C-4D1E-A1EB-EFE34069A4AE},42.95 MB,Deploy-Application.intunewin,,MATCHED_BASE_MODEL,title_ba0e1cf22082fa793a3b
89651811-32a8-4471-9612-f1a2a1d06166,Acrolinx For Madcap Flare,Acrolinx,1.6.1060,windows,Packaged & Ready,true,0,,{49088345-397B-4495-AA8A-BCB3085E42BB},3.82 MB,Deploy-Application.intunewin,,MATCHED_BASE_MODEL,title_e2ccea7a280bbb487eca
664c65d4-c520-44d2-a996-caee4d7eb971,Acrolinx For Office,Acrolinx,1.6.1153,windows,Packaged & Ready,true,0,,{B29A1421-C6F5-43ED-982D-F1FEFDCC6B36},5.41 MB,IntunePackage.intunewin,,MATCHED_BASE_MODEL,title_55eea4c48b1951f2fdd2
d9d209b4-5f6e-4cec-89d8-ea45f739949c,Acrolinx For Office,Acrolinx,1.6.1153,windows,Packaged & Ready,true,0,,{17C8C6C2-EA25-4E1B-8529-61ABDFE59CF7},5.71 MB,IntunePackage.intunewin,,MATCHED_BASE_MODEL,title_55eea4c48b1951f2fdd2
0b68e646-161e-4bfb-974b-7837862aecd6,Actimize Visual Modeler,Nice,4.34.0,windows,Packaged & Ready,true,0,,{0EDC098C-0EE9-4943-890A-F130E5008BAC},436.84 MB,IntunePackage.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\Actimize_ActimizeVisualModeler_4.34.0\,MATCHED_BASE_MODEL,title_43e4a11b7e015e01d744
33c000bf-2982-4958-a513-c3cb8d39aca2,Actimize Visual Modeler,Nice,4.29.0,windows,Packaged & Ready,false,0,,,96.40 MB,Deploy-Application.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\Nice_ActimizeVisualModeler_4.29.0.5\,MATCHED_BASE_MODEL,title_43e4a11b7e015e01d744
fad41de5-87f5-457b-b640-c422b54b7296,Actimize Visual Modeler,Actimize,4.34.0,windows,Packaged & Ready,false,0,,{3DADABCE-697F-4B8D-BAC7-905DC5921E74},220.15 MB,IntunePackage.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\Actimize_VisualModeler_4.34.0.7\,UNMATCHED_NEW_MODEL,
33986653-070c-452f-b707-0d216c9f3a4a,Active Roles Console,OneIdentity,7.4.3,windows,Packaged & Ready,true,0,,{BAD50AB6-190E-4680-9591-F0E54CDE35C5},330.42 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
9e93d432-7e2a-4b49-ac1e-c4fa2dc3a0da,Activity Exception Monitoring Calendar Replication Engine - AED1351,Fiserv,3.0.4,windows,Packaged & Ready,true,0,,{DA1B8ED4-814C-46E6-84E6-7A09B5F6D5B4},7.78 MB,IntunePackage.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\Fiserv_ActivityExceptionMonitoringCalendarReplicationEngine,MATCHED_BASE_MODEL,title_dcc3a559d37478c5f412
b715bf1c-de1a-4a0c-832f-10d5157ccb62,ActOne Designer,Actimize,6.3.0,windows,Packaged & Ready,false,0,,{8757FDDD-E9CE-450B-9313-CBFD7712170D},39.20 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
87963085-e2e5-4488-a5fb-76e0803a759a,ActOne Designer,Actimize,6.6.2,windows,Packaged & Ready,true,0,,{1D1C0A12-E0D9-486E-AEA6-CFF221A6FA47},39.02 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
1026832b-7826-48ab-8a78-48d788c08623,AcuFill SDK,GBG IDology (formerly Acuant),10.22.15,windows,Packaged & Ready,false,0,,{737688E7-E6D1-49FD-8D6E-7DBDB3B99F59},397.05 MB,Deploy-Application.intunewin,,MATCHED_BASE_MODEL,title_fabdabef8be6ee6d6997
228b8131-0964-46ee-b4a3-c95e3e4b9e95,AcuFill SDK,Acuant,10.22.18,windows,Packaged & Ready,true,0,,{737688E7-E6D1-49FD-8D6E-7DBDB3B99F59},423.54 MB,Invoke-AppDeployToolkit.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\Acuant_AcuFillSDK_10.22.18.1\,UNMATCHED_NEW_MODEL,
7464caf4-232a-4f35-b446-f9d2f2c0d8b1,AD VMS,Johnson Controls International,3.10.0,windows,Packaged & Ready,false,0,,,233.13 MB,Invoke-AppDeployToolkit.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\JohnsonControlsInternationalLTD_ADVMS_3.10.0,UNMATCHED_NEW_MODEL,
03ba272a-9a8a-43e9-bd93-120630a8710d,Adaptigent Registration Utility,Adaptigent,2.3.2.02,windows,Packaged & Ready,true,0,,{F112CA61-53F8-4C97-99AE-D7B3D5B6FB05},12.40 MB,Invoke-AppDeployToolkit.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\Adaptigent_AdaptigentRegistrationUtility_2.3.2.02,MATCHED_BASE_MODEL,title_133c0d5bd9346e158cb5
7decb077-f1b9-4eb9-997e-35c0edefb1f1,Adaptigent Registration Utility,Adaptigent,2.4.0,windows,Packaged & Ready,true,0,,{C0956EBE-438F-4971-BD20-85549CE3F673},13.03 MB,Invoke-AppDeployToolkit.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\Adaptigent_AdaptigentRegistrationUtility_2.4.0.18,MATCHED_BASE_MODEL,title_133c0d5bd9346e158cb5
7901ef00-61d9-4bed-93b8-3704df40d097,Adobe Acrobat Reader 26.001.21771,"Adobe Systems, .",26.001.21771,windows,Packaged & Ready,false,0,,,680.86 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
47930075-5845-4737-9990-8a23a4c90078,Adobe Acrobat Reader 26.002.21869,"Adobe Systems, .",26.002.21869,windows,Packaged & Ready,false,0,,,826.28 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
fa1a8b80-6201-4ae2-a7dc-adc4a9fb0fea,Adobe Acrobat Reader 26.002.21901,"Adobe Systems, .",26.002.21901,windows,Packaged & Ready,true,0,,,822.90 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
e4718934-0a7a-414f-9084-c0c85dae2ef7,Adobe Acrobat Reader 26.002.21901,"Adobe Systems, .",26.002.21901,windows,Packaged & Ready,true,0,,,705.31 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
f365e124-72b8-403f-9f6c-114ebbce4dbc,Adobe Acrobat Reader: Edit PDF,Adobe,Standard,windows,Packaged & Ready,true,0,,,,,,UNMATCHED_NEW_MODEL,
059aa59e-ee5d-4856-8384-dd994b1867fb,Adobe Acrobat Reader: Edit PDF,Adobe .,Standard,windows,Packaged & Ready,true,0,,,,,,UNMATCHED_NEW_MODEL,
62d2ce6c-7874-4cea-a0e7-2e56dd6f69de,"Adobe Acrobat Reader: PDF Viewer, Editor & Creator",Adobe,Standard,windows,Packaged & Ready,true,0,,,,,,UNMATCHED_NEW_MODEL,
b5187d7b-96fd-4fef-bb08-d2a1058c6de0,Adobe Digital Editions 4.5.12,"Adobe Systems, .",4.5.12,windows,Packaged & Ready,true,0,,,9.35 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
680db9c5-3db8-464c-9622-095e756202ca,Adobe Dynamic Media Classic Desktop App,Adobe,20.22.1,windows,Packaged & Ready,true,0,,{BF6D3096-7948-4D39-B378-6857298446E5},85.25 MB,IntunePackage.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\Adobe_DynamicMediaClassic_20.22.1\Deploy\,MATCHED_BASE_MODEL,title_ec6b401d83bd6ab1274b
120fa16c-d608-4e41-b6ab-51c63bee1cff,Adobe FrameMaker 2022,Adobe,17.0.8,windows,Packaged & Ready,true,0,,,3516.02 MB,Invoke-AppDeployToolkit.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\Adobe_FrameMaker2022_17.0.8.853,MATCHED_BASE_MODEL,title_cf172d5032eb2f20e88b
fb88fbab-f094-49c5-bf52-59dbee811ece,Adobe FrameMaker 2022,Adobe,17.0.5,windows,Packaged & Ready,false,0,,,3506.43 MB,Deploy-Application.intunewin,,MATCHED_BASE_MODEL,title_cf172d5032eb2f20e88b
a25d50d3-e726-4b24-9cd0-01dfe9bdf72e,"Adobe Systems, Inc. Adobe Acrobat -PMPCU","Adobe Systems, .",26.002.21869,windows,Packaged & Ready,false,0,,,911.88 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
e07a38dc-208d-4c86-9659-22806a8a071e,"Adobe Systems, Inc. Adobe Acrobat -PMPCU","Adobe Systems, .",26.002.21901,windows,Packaged & Ready,true,0,,,904.40 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
4ea0c0f5-2454-42cd-846b-2c838523b796,"Adobe Systems, Inc. Adobe Acrobat -PMPCU","Adobe Systems, .",26.002.21869,windows,Packaged & Ready,false,0,,,954.22 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
b2355d7d-dd0d-45b7-a740-712ba24cb554,"Adobe Systems, Inc. Adobe Acrobat -PMPCU","Adobe Systems, .",26.002.21901,windows,Packaged & Ready,true,0,,,955.20 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
20f9d68a-e2a2-42be-a863-39cf742fc291,"Adobe Systems, Inc. Adobe Acrobat Reader -PMPCU","Adobe Systems, .",26.002.21869,windows,Packaged & Ready,false,0,,,668.93 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
97891b71-c043-4ff9-92bd-c3d97a115778,"Adobe Systems, Inc. Adobe Acrobat Reader -PMPCU","Adobe Systems, .",26.002.21901,windows,Packaged & Ready,true,0,,,665.34 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
a14b3054-8fd8-4d71-9fb1-32e8d00421c1,"Adobe Systems, Inc. Adobe Acrobat Reader -PMPCU","Adobe Systems, .",26.002.21869,windows,Packaged & Ready,false,0,,,607.65 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
f513e120-ba5d-48de-8ff6-8f6df1c044b9,"Adobe Systems, Inc. Adobe Acrobat Reader -PMPCU","Adobe Systems, .",26.002.21901,windows,Packaged & Ready,true,0,,,604.06 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
41db7f67-01bb-4b3b-b4c2-385bd78e1c81,"Adobe Systems, Inc. Adobe Acrobat Reader -PMPCU","Adobe Systems, .",26.002.21869,windows,Packaged & Ready,false,0,,,604.70 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
52d91edf-6e79-4434-b8c8-e2cd34c458bc,"Adobe Systems, Inc. Adobe Acrobat Reader -PMPCU","Adobe Systems, .",26.002.21901,windows,Packaged & Ready,true,0,,,605.49 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
ad46aac5-b3cc-4265-acc7-8ff6111106cd,"Adobe Systems, Inc. Adobe Acrobat Reader -PMPCU","Adobe Systems, .",26.002.21869,windows,Packaged & Ready,false,0,,,563.61 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
97e485cc-9e24-4a9b-81d6-94333fd801e4,"Adobe Systems, Inc. Adobe Acrobat Reader -PMPCU","Adobe Systems, .",26.002.21901,windows,Packaged & Ready,true,0,,,564.40 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
e42f71aa-c769-46dc-a8fc-26ea2fd1861f,"Adobe Systems, Inc. Adobe Digital Editions-PMPCU","Adobe Systems, .",4.5.12,windows,Packaged & Ready,true,0,,,9.32 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
cc3b515b-4a77-4397-812d-5ef46a2a1cfb,Adoptium Java 8 JDK,Eclipse Foundation,8.0.242,windows,Packaged & Ready,true,0,,,95.97 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
eeb3bf35-0249-4c0f-aceb-9d9dbaff142f,ADS CODES,Fiserv,2.0.0,windows,Packaged & Ready,true,0,,,3.48 MB,Deploy-Application.intunewin,,MATCHED_BASE_MODEL,title_c763ae336b36e4f6e8e6
ac4e2410-9662-4fd6-83cf-1ace5605da08,ADS1996,Fiserv,19.70.0,windows,Packaged & Ready,true,0,,{6BAD46EA-6852-4099-AE10-D1CA1931552C},15.19 MB,IntunePackage.intunewin,,MATCHED_BASE_MODEL,title_8c769b9fff6899cd0857
8445d438-1aeb-453b-95bf-a0e161488e6b,Advanced Printer Driver,Epson,4.59.0100,windows,Packaged & Ready,true,0,,{45479ED7-742C-43B4-BAF4-4079EB942839},14.63 MB,IntunePackage.intunewin,,MATCHED_BASE_MODEL,title_34f86cc1d4db06a11b4c
33afbd2f-c26c-4280-8a31-9b9f8c7ef8c4,Affinity,Serif Europe,3.0.0,windows,Packaged & Ready,true,0,,{8B40374A-6A89-451A-B709-63159CC09808},1862.06 MB,Deploy-Application.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\SeifEuropeLtd_Affinity_3.0.0.3791\Deploy,MATCHED_BASE_MODEL,title_e8750f718edd718eafd5
075c48c0-a951-4319-aa7e-7d99e8f4ee4f,AFP Workbench Viewer,Ricoh,3.09.0,windows,Packaged & Ready,true,0,,{EE899171-9FBD-4650-A1C2-A937342B57A9},43.59 MB,IntunePackage.intunewin,,MATCHED_BASE_MODEL,title_4f08596709a8d2d7734e
95a27bdf-f470-484d-bc75-241674aeff12,AFP-Lookup Complete,CRE-DO,3.11.7,windows,Packaged & Ready,true,0,,,65.30 MB,Deploy-Application.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\CREDOGmbH_AFPLookupComplete_3.11.7\,MATCHED_BASE_MODEL,title_072011c20e6c9271b767
570d82ab-cde4-4fd7-8344-2f0ef28ad1fb,AgileBits Inc. 1Password -PMPCU,AgileBits .,8.12.36,windows,Packaged & Ready,true,0,,,220.92 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
d848d7c8-2373-4536-a788-5b04d3213b6a,AgileBits Inc. 1Password -PMPCU,AgileBits .,8.12.34,windows,Packaged & Ready,false,0,,,222.65 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
cf8523e4-9122-4f92-8e28-7cab606136a4,Aginity Workbench for Netezza,IBM,3.0.791,windows,Packaged & Ready,false,0,,,10.85 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
d97aefab-447e-4ea2-8d81-35fa85e1a6fb,AI Buddy,QualityKiosk,1.0.0,windows,Packaged & Ready,true,0,,,97.53 MB,Invoke-AppDeployToolkit.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\QualityKiosk_AIBuddy_1.0.0.90\Deploy,UNMATCHED_NEW_MODEL,
038081d6-9403-4af2-943a-8e1f9cc0d4fd,Air India: Book Flight Tickets,Air India .,Standard,windows,Packaged & Ready,true,0,,,,,,UNMATCHED_NEW_MODEL,
ad8a5f25-c381-46be-b766-17aa98a29a16,Air Media,Crestron,5.9.1,windows,Packaged & Ready,true,0,,,20.60 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
cccc8fce-11fe-4118-92f4-1964f06b1944,Air NZ,Air New Zealand,Standard,windows,Packaged & Ready,true,0,,,,,,UNMATCHED_NEW_MODEL,
329f1e3e-15b7-4439-af3f-776499ac9d44,AirServer,AppDynamic,5.7.1,windows,Packaged & Ready,true,0,,{2BB3CDE9-7904-4B7E-A506-6D64BAADC223},19.41 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
5872b631-5642-4005-b3bd-3655a0325441,Airsquirrels Reflector 4 4.1.2,Squirrels,4.1.2,windows,Packaged & Ready,false,0,,,97.69 MB,IntunePackage.intunewin,,UNMATCHED_NEW_MODEL,
a187a53c-ee63-4de8-99a1-da11b76e7983,Airsquirrels Reflector 4 4.1.2,Squirrels,4.1.2,windows,Packaged & Ready,true,0,,,97.70 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
22508ba9-6492-4a44-8eff-dde53223be37,Aladdin,Datalogic,3.3.1.8,windows,Packaged & Ready,true,0,,,662.92 MB,Invoke-AppDeployToolkit.intunewin,\\I7WP2EM3DST0001.fead.one\ApplicationSource\datalogic.com_DatalogicAladdin_3.3.1.8\Intune,MATCHED_BASE_MODEL,title_80bf934710d9d57cb92f
45e4da93-f587-485d-ad4f-bf6bd65419f7,Alaska Hawaiian,"Alaska Airlines, .",Standard,windows,Packaged & Ready,true,0,,,,,,UNMATCHED_NEW_MODEL,
a868152e-3be5-432f-8e47-ec7a9f88a8ac,Alexander Koblov Double Commander -PMPCU,Alexander Koblov,1.2.8,windows,Packaged & Ready,true,0,,,16.80 MB,PatchMyPC-ScriptRunner.intunewin,,UNMATCHED_NEW_MODEL,
