RunID,RunDateTime,DateKey,RegionKey,ProbeLocation,Service,TransactionName,Result,AvailabilityPct,ResponseTimeMs,NetworkLatencyMs,DnsTimeMs,AuthTimeMs,BrokerTimeMs,AlertSeverity,IncidentID
EXO-0000024,2026-06-08T00:00:00,20260608,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,771,136,56,246,188,None,
EXO-0000025,2026-06-08T00:00:00,20260608,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,677,111,29,458,700,None,
EXO-0000026,2026-06-08T00:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1212,136,75,394,698,None,
EXO-0000027,2026-06-08T00:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,1068,117,12,453,236,None,
EXO-0000028,2026-06-08T00:00:00,20260608,6,São Paulo Probe,Windows 365,Teams Launch,Warning,99.9,3278,135,45,379,628,Medium,INC-00001
EXO-0000029,2026-06-08T00:00:00,20260608,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,851,165,39,253,324,None,
EXO-0000030,2026-06-08T00:00:00,20260608,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,512,105,21,536,339,None,
EXO-0000031,2026-06-08T01:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,919,53,73,250,402,None,
EXO-0000032,2026-06-08T01:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,1035,41,14,341,243,None,
EXO-0000033,2026-06-08T01:00:00,20260608,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1573,53,54,587,896,None,
EXO-0000034,2026-06-08T01:00:00,20260608,1,New York Probe,Windows 365,Office App Launch,Success,100.0,885,57,44,197,466,None,
EXO-0000035,2026-06-08T01:00:00,20260608,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,582,40,38,346,248,None,
EXO-0000036,2026-06-08T01:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1051,62,60,328,693,None,
EXO-0000037,2026-06-08T01:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,942,41,44,90,509,None,
EXO-0000038,2026-06-08T01:00:00,20260608,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1755,46,64,454,517,None,
EXO-0000039,2026-06-08T01:00:00,20260608,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,541,34,70,418,506,None,
EXO-0000040,2026-06-08T01:00:00,20260608,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,598,42,9,280,192,None,
EXO-0000041,2026-06-08T01:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1010,83,31,160,646,None,
EXO-0000042,2026-06-08T01:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,968,55,74,242,836,None,
EXO-0000043,2026-06-08T01:00:00,20260608,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1270,56,22,348,258,None,
EXO-0000044,2026-06-08T01:00:00,20260608,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,769,55,14,213,599,None,
EXO-0000045,2026-06-08T01:00:00,20260608,3,Dublin Probe,Windows 365,OneDrive Sync,Success,100.0,584,26,9,314,476,None,
EXO-0000046,2026-06-08T01:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1143,55,28,494,412,None,
EXO-0000047,2026-06-08T01:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,914,78,71,390,614,None,
EXO-0000048,2026-06-08T01:00:00,20260608,4,Amsterdam Probe,Windows 365,Teams Launch,Success,100.0,1106,79,58,553,186,None,
EXO-0000049,2026-06-08T01:00:00,20260608,4,Amsterdam Probe,Windows 365,Office App Launch,Warning,99.59,798,68,26,94,553,Medium,
EXO-0000050,2026-06-08T01:00:00,20260608,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,559,41,65,190,786,None,
EXO-0000051,2026-06-08T01:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1403,109,37,534,422,None,
EXO-0000052,2026-06-08T01:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,1209,105,39,432,839,None,
EXO-0000053,2026-06-08T01:00:00,20260608,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1707,118,70,222,271,None,
EXO-0000054,2026-06-08T01:00:00,20260608,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,737,125,73,463,711,None,
EXO-0000055,2026-06-08T01:00:00,20260608,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,665,135,30,160,768,None,
EXO-0000056,2026-06-08T01:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1431,143,28,254,125,None,
EXO-0000057,2026-06-08T01:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,1097,129,42,251,675,None,
EXO-0000058,2026-06-08T01:00:00,20260608,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1544,139,53,539,721,None,
EXO-0000059,2026-06-08T01:00:00,20260608,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,915,137,12,139,704,None,
EXO-0000060,2026-06-08T01:00:00,20260608,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,620,151,74,201,599,None,
EXO-0000061,2026-06-08T02:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1301,37,60,245,300,None,
EXO-0000062,2026-06-08T02:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,1027,58,74,178,298,None,
EXO-0000063,2026-06-08T02:00:00,20260608,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1405,33,34,284,147,None,
EXO-0000064,2026-06-08T02:00:00,20260608,1,New York Probe,Windows 365,Office App Launch,Success,100.0,674,11,68,253,221,None,
EXO-0000065,2026-06-08T02:00:00,20260608,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,503,19,42,531,120,None,
EXO-0000066,2026-06-08T02:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1123,52,27,504,304,None,
EXO-0000067,2026-06-08T02:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Launch,Failure,0,847,68,70,288,730,High,INC-00002
EXO-0000068,2026-06-08T02:00:00,20260608,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1043,48,71,86,293,None,
EXO-0000069,2026-06-08T02:00:00,20260608,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,650,59,70,546,187,None,
EXO-0000070,2026-06-08T02:00:00,20260608,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,490,61,75,510,229,None,
EXO-0000071,2026-06-08T02:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1377,75,55,257,193,None,
EXO-0000072,2026-06-08T02:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Launch,Warning,99.69,3868,65,8,447,2570,Medium,
EXO-0000073,2026-06-08T02:00:00,20260608,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1292,57,30,273,855,None,
EXO-0000074,2026-06-08T02:00:00,20260608,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,610,64,74,336,534,None,
EXO-0000075,2026-06-08T02:00:00,20260608,3,Dublin Probe,Windows 365,OneDrive Sync,Success,100.0,519,82,41,471,744,None,
EXO-0000076,2026-06-08T02:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1167,79,60,265,166,None,
EXO-0000077,2026-06-08T02:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Warning,99.56,906,65,64,510,492,Medium,INC-00003
EXO-0000078,2026-06-08T02:00:00,20260608,4,Amsterdam Probe,Windows 365,Teams Launch,Success,100.0,1313,69,73,177,600,None,
EXO-0000079,2026-06-08T02:00:00,20260608,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,777,50,42,118,270,None,
EXO-0000080,2026-06-08T02:00:00,20260608,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,523,70,16,123,184,None,
EXO-0000081,2026-06-08T02:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1288,99,74,389,662,None,
EXO-0000082,2026-06-08T02:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,838,100,46,205,492,None,
EXO-0000083,2026-06-08T02:00:00,20260608,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1075,128,34,223,507,None,
EXO-0000084,2026-06-08T02:00:00,20260608,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,892,133,46,461,245,None,
EXO-0000085,2026-06-08T02:00:00,20260608,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,681,132,24,223,820,None,
EXO-0000086,2026-06-08T02:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1199,143,37,562,304,None,
EXO-0000087,2026-06-08T02:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,1036,160,67,438,758,None,
EXO-0000088,2026-06-08T02:00:00,20260608,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1383,166,68,353,233,None,
EXO-0000089,2026-06-08T02:00:00,20260608,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,754,113,39,550,537,None,
EXO-0000090,2026-06-08T02:00:00,20260608,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,619,128,54,373,520,None,
EXO-0000091,2026-06-08T03:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1169,43,75,106,703,None,
EXO-0000092,2026-06-08T03:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,951,44,46,103,197,None,
EXO-0000093,2026-06-08T03:00:00,20260608,1,New York Probe,Windows 365,Teams Launch,Success,100.0,4139,21,48,376,295,None,
EXO-0000094,2026-06-08T03:00:00,20260608,1,New York Probe,Windows 365,Office App Launch,Success,100.0,769,50,13,361,142,None,
EXO-0000095,2026-06-08T03:00:00,20260608,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,512,30,71,402,888,None,
EXO-0000096,2026-06-08T03:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1125,68,20,450,353,None,
EXO-0000097,2026-06-08T03:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,845,75,28,378,712,None,
EXO-0000098,2026-06-08T03:00:00,20260608,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1157,54,26,204,841,None,
EXO-0000099,2026-06-08T03:00:00,20260608,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,597,22,18,255,225,None,
EXO-0000100,2026-06-08T03:00:00,20260608,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,416,55,25,327,515,None,
EXO-0000101,2026-06-08T03:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1162,42,35,444,454,None,
EXO-0000102,2026-06-08T03:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,938,46,9,553,256,None,
EXO-0000103,2026-06-08T03:00:00,20260608,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1633,67,51,225,366,None,
EXO-0000104,2026-06-08T03:00:00,20260608,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,770,77,28,206,373,None,
EXO-0000105,2026-06-08T03:00:00,20260608,3,Dublin Probe,Windows 365,OneDrive Sync,Success,100.0,514,47,39,254,782,None,
EXO-0000106,2026-06-08T03:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1122,61,36,553,618,None,
EXO-0000107,2026-06-08T03:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,959,105,53,501,542,None,
EXO-0000108,2026-06-08T03:00:00,20260608,4,Amsterdam Probe,Windows 365,Teams Launch,Success,100.0,1246,65,68,231,225,None,
EXO-0000109,2026-06-08T03:00:00,20260608,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,816,75,12,494,353,None,
EXO-0000110,2026-06-08T03:00:00,20260608,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,530,70,15,293,879,None,
EXO-0000111,2026-06-08T03:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1151,113,60,433,669,None,
EXO-0000112,2026-06-08T03:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,1152,103,64,202,504,None,
EXO-0000113,2026-06-08T03:00:00,20260608,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1563,139,8,214,492,None,
EXO-0000114,2026-06-08T03:00:00,20260608,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,676,127,33,539,758,None,
EXO-0000115,2026-06-08T03:00:00,20260608,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,794,86,14,345,402,None,
EXO-0000116,2026-06-08T03:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1004,106,11,209,841,None,
EXO-0000117,2026-06-08T03:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,1017,117,28,277,579,None,
EXO-0000118,2026-06-08T03:00:00,20260608,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1729,148,39,523,684,None,
EXO-0000119,2026-06-08T03:00:00,20260608,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,950,119,62,425,855,None,
EXO-0000120,2026-06-08T03:00:00,20260608,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,632,140,20,82,629,None,
EXO-0000121,2026-06-08T04:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1320,26,63,256,829,None,
EXO-0000122,2026-06-08T04:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,1037,48,12,210,145,None,
EXO-0000123,2026-06-08T04:00:00,20260608,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1335,40,19,89,493,None,
EXO-0000124,2026-06-08T04:00:00,20260608,1,New York Probe,Windows 365,Office App Launch,Success,100.0,716,54,69,504,823,None,
EXO-0000125,2026-06-08T04:00:00,20260608,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,488,43,11,465,833,None,
EXO-0000126,2026-06-08T04:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,978,46,37,236,267,None,
EXO-0000127,2026-06-08T04:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Launch,Warning,99.88,1006,71,10,497,212,Medium,
EXO-0000128,2026-06-08T04:00:00,20260608,2,Phoenix Probe,Windows 365,Teams Launch,Warning,99.95,1411,57,19,559,760,Medium,
EXO-0000129,2026-06-08T04:00:00,20260608,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,656,68,55,163,509,None,
EXO-0000130,2026-06-08T04:00:00,20260608,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,551,62,42,301,292,None,
EXO-0000131,2026-06-08T04:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1238,55,45,89,508,None,
EXO-0000132,2026-06-08T04:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Launch,Warning,99.68,2235,70,31,129,1791,Medium,
EXO-0000133,2026-06-08T04:00:00,20260608,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1451,80,65,522,507,None,
EXO-0000134,2026-06-08T04:00:00,20260608,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,863,80,28,474,410,None,
EXO-0000135,2026-06-08T04:00:00,20260608,3,Dublin Probe,Windows 365,OneDrive Sync,Success,100.0,515,54,53,109,291,None,
EXO-0000136,2026-06-08T04:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Warning,99.95,1328,58,31,218,335,Medium,
EXO-0000137,2026-06-08T04:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,833,79,54,214,457,None,
EXO-0000138,2026-06-08T04:00:00,20260608,4,Amsterdam Probe,Windows 365,Teams Launch,Warning,99.86,1526,62,54,572,357,Medium,
EXO-0000139,2026-06-08T04:00:00,20260608,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,641,76,52,432,714,None,
EXO-0000140,2026-06-08T04:00:00,20260608,4,Amsterdam Probe,Windows 365,OneDrive Sync,Success,100.0,515,74,40,529,263,None,
EXO-0000141,2026-06-08T04:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1079,87,57,487,157,None,
EXO-0000142,2026-06-08T04:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,988,110,39,488,781,None,
EXO-0000143,2026-06-08T04:00:00,20260608,5,Singapore Probe,Windows 365,Teams Launch,Success,100.0,1528,116,58,455,661,None,
EXO-0000144,2026-06-08T04:00:00,20260608,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,763,101,64,541,427,None,
EXO-0000145,2026-06-08T04:00:00,20260608,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,729,105,22,144,338,None,
EXO-0000146,2026-06-08T04:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1268,151,56,362,261,None,
EXO-0000147,2026-06-08T04:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,1116,124,12,469,213,None,
EXO-0000148,2026-06-08T04:00:00,20260608,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1443,104,15,139,229,None,
EXO-0000149,2026-06-08T04:00:00,20260608,6,São Paulo Probe,Windows 365,Office App Launch,Warning,99.76,786,179,35,297,564,Medium,
EXO-0000150,2026-06-08T04:00:00,20260608,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,580,142,39,595,300,None,
EXO-0000151,2026-06-08T05:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1030,49,31,322,605,None,
EXO-0000152,2026-06-08T05:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,849,52,47,548,456,None,
EXO-0000153,2026-06-08T05:00:00,20260608,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1243,32,56,363,662,None,
EXO-0000154,2026-06-08T05:00:00,20260608,1,New York Probe,Windows 365,Office App Launch,Success,100.0,639,39,66,90,418,None,
EXO-0000155,2026-06-08T05:00:00,20260608,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,670,56,12,185,863,None,
EXO-0000156,2026-06-08T05:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1215,47,14,535,870,None,
EXO-0000157,2026-06-08T05:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,925,65,66,138,535,None,
EXO-0000158,2026-06-08T05:00:00,20260608,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1634,67,9,163,868,None,
EXO-0000159,2026-06-08T05:00:00,20260608,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,806,97,75,527,847,None,
EXO-0000160,2026-06-08T05:00:00,20260608,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,555,50,70,348,703,None,
EXO-0000161,2026-06-08T05:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1079,61,41,531,201,None,
EXO-0000162,2026-06-08T05:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,939,81,26,585,717,None,
EXO-0000163,2026-06-08T05:00:00,20260608,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1152,61,63,395,881,None,
EXO-0000164,2026-06-08T05:00:00,20260608,3,Dublin Probe,Windows 365,Office App Launch,Success,100.0,719,62,8,185,233,None,
EXO-0000165,2026-06-08T05:00:00,20260608,3,Dublin Probe,Windows 365,OneDrive Sync,Warning,99.43,485,69,62,255,754,Medium,
EXO-0000166,2026-06-08T05:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1096,60,39,486,631,None,
EXO-0000167,2026-06-08T05:00:00,20260608,4,Amsterdam Probe,Windows 365,Cloud PC Launch,Success,100.0,847,97,50,280,719,None,
EXO-0000168,2026-06-08T05:00:00,20260608,4,Amsterdam Probe,Windows 365,Teams Launch,Success,100.0,1408,66,17,396,893,None,
EXO-0000169,2026-06-08T05:00:00,20260608,4,Amsterdam Probe,Windows 365,Office App Launch,Success,100.0,857,83,15,149,286,None,
EXO-0000170,2026-06-08T05:00:00,20260608,4,Amsterdam Probe,Windows 365,OneDrive Sync,Warning,99.78,539,76,75,417,536,Medium,INC-00004
EXO-0000171,2026-06-08T05:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1003,127,48,142,747,None,
EXO-0000172,2026-06-08T05:00:00,20260608,5,Singapore Probe,Windows 365,Cloud PC Launch,Success,100.0,960,108,54,338,552,None,
EXO-0000173,2026-06-08T05:00:00,20260608,5,Singapore Probe,Windows 365,Teams Launch,Warning,99.77,1376,97,63,245,595,Medium,
EXO-0000174,2026-06-08T05:00:00,20260608,5,Singapore Probe,Windows 365,Office App Launch,Success,100.0,788,114,23,195,469,None,
EXO-0000175,2026-06-08T05:00:00,20260608,5,Singapore Probe,Windows 365,OneDrive Sync,Success,100.0,515,123,37,207,610,None,
EXO-0000176,2026-06-08T05:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1000,119,11,311,597,None,
EXO-0000177,2026-06-08T05:00:00,20260608,6,São Paulo Probe,Windows 365,Cloud PC Launch,Success,100.0,998,122,16,214,190,None,
EXO-0000178,2026-06-08T05:00:00,20260608,6,São Paulo Probe,Windows 365,Teams Launch,Success,100.0,1345,128,67,98,219,None,
EXO-0000179,2026-06-08T05:00:00,20260608,6,São Paulo Probe,Windows 365,Office App Launch,Success,100.0,894,110,70,158,127,None,
EXO-0000180,2026-06-08T05:00:00,20260608,6,São Paulo Probe,Windows 365,OneDrive Sync,Success,100.0,657,112,67,547,689,None,
EXO-0000181,2026-06-08T06:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Sign-in,Success,100.0,866,66,21,229,855,None,
EXO-0000182,2026-06-08T06:00:00,20260608,1,New York Probe,Windows 365,Cloud PC Launch,Success,100.0,868,5,43,165,499,None,
EXO-0000183,2026-06-08T06:00:00,20260608,1,New York Probe,Windows 365,Teams Launch,Success,100.0,1150,65,71,501,504,None,
EXO-0000184,2026-06-08T06:00:00,20260608,1,New York Probe,Windows 365,Office App Launch,Success,100.0,883,56,38,497,150,None,
EXO-0000185,2026-06-08T06:00:00,20260608,1,New York Probe,Windows 365,OneDrive Sync,Success,100.0,584,28,32,231,900,None,
EXO-0000186,2026-06-08T06:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1139,47,13,96,241,None,
EXO-0000187,2026-06-08T06:00:00,20260608,2,Phoenix Probe,Windows 365,Cloud PC Launch,Success,100.0,1040,60,52,122,801,None,
EXO-0000188,2026-06-08T06:00:00,20260608,2,Phoenix Probe,Windows 365,Teams Launch,Success,100.0,1518,57,67,496,819,None,
EXO-0000189,2026-06-08T06:00:00,20260608,2,Phoenix Probe,Windows 365,Office App Launch,Success,100.0,3890,63,44,479,538,None,
EXO-0000190,2026-06-08T06:00:00,20260608,2,Phoenix Probe,Windows 365,OneDrive Sync,Success,100.0,520,60,13,122,761,None,
EXO-0000191,2026-06-08T06:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Sign-in,Success,100.0,1076,68,55,266,170,None,
EXO-0000192,2026-06-08T06:00:00,20260608,3,Dublin Probe,Windows 365,Cloud PC Launch,Success,100.0,830,68,75,553,876,None,
EXO-0000193,2026-06-08T06:00:00,20260608,3,Dublin Probe,Windows 365,Teams Launch,Success,100.0,1696,49,26,280,474,None,
